name,imageFileName,type1color,type1file,type2color,type2file,megafile,movefile,forms,evolutions,move,type1,type2,ability,attack1fill,attack1color,attack1size,attack1range,attack1name,attack1power,attack1effect,attack2fill,attack2color,attack2size,attack2range,attack2name,attack2power,attack2effect,attack3fill,attack3color,attack3size,attack3range,attack3name,attack3power,attack3effect,attack4fill,attack4color,attack4size,attack4range,attack4name,attack4power,attack4effect,attack5fill,attack5color,attack5size,attack5range,attack5name,attack5power,attack5effect,attack6fill,attack6color,attack6size,attack6range,attack6name,attack6power,attack6effect,attack7fill,attack7color,attack7size,attack7range,attack7name,attack7power,attack7effect,attack8fill,attack8color,attack8size,attack8range,attack8name,attack8power,attack8effect,attack9fill,attack9color,attack9size,attack9range,attack9name,attack9power,attack9effect
Poliwhirl,Sprites/061MS.png,LightSeaGreen,TypeLabels/Water.png,,,,mp2.png,,"Poliwrath, Politoed",2,Water,,Spinning Pattern> Your opponent's spins are shifted by two segments in a clockwise direction.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",4,6,Water Gun,50,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",12,18,Water Gun,40,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,24,Hypnosis,★,The battle opponent falls asleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poliwrath,Sprites/062MS.png,LightSeaGreen,TypeLabels/Water.png,Maroon,TypeLabels/Fighting.png,,mp2.png,,,2,Water,Fighting,Hypnotic Stare> Any Pokemon that battles this Pokemon will become confused.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,11,Dynamic Punch,130,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,13,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",11,24,Double Slap,40+,"Spin again - if Double Slap is spun, it deals +20 damage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abra,Sprites/063MS.png,HotPink,TypeLabels/Psychic.png,,,,mp2.png,,Kadabra,2,Psychic,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,7,Teleport,★★★,This Pokemon moves 2 steps away,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,8,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",4,12,Zen Headbutt,20,The battle opponent gains Wait 3,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,19,Teleport,★★★,This Pokemon moves 2 steps away,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",5,24,Sense Danger,,This Pokemon switches places with its battle opponent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadabra,Sprites/064MS.png,HotPink,TypeLabels/Psychic.png,,,,mp2.png,,Alakazam,2,Psychic,,"Psychic Amplifier> If this Pokemon is using the Twisted Spoon plate, it can attack Pokemon that are 2 steps away. While it does, this Pokemon's Attacks have Range 2.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,5,Teleport Beam,★★,Moves the battle opponent to a point 3 steps away. The battle opponent also becomes confused,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,6,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,15,Super Psy,60,"If this Pokemon is knocked out, the battle opponent becomes confused","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,20,Teleport Beam,★★,Moves the battle opponent to a point 3 steps away. The battle opponent also becomes confused,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",4,24,Annihilate,,This Pokemon moves 2 steps away,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alakazam, Mega",Sprites/065MMS.png,HotPink,TypeLabels/Psychic.png,,,mega.png,mp2.png,,,2,Psychic,,"Meditative Alchemy> When this Pokemon moves to the field or appears as a Mega Evolution, choose a Pokemon on the field and attach an Alchemy marker to it. The White Attacks of the Pokemon with that marker become Gold Attacks, and its Gold Attacks become White Attacks.
Psychic Amplifier> If this Pokemon is using the Twisted Spoon plate, it can attack Pokemon that are 2 steps away. While it does, this Pokemon's Attacks have Range 2.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,6,Stillbind,★★,Attaches an MP -2 marker to the battle opponent or one opposing Pokemon adjacent to the battle opponent. That Pokemon gains Wait 5,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,7,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,17,Psychic,150,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,23,Psyshock,★★★,"If the battle opponent is affected by a special condition or has Wait, the battle opponent is knocked out. The battle opponent gains Wait 3","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",1,24,Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alakazam,Sprites/065MS.png,HotPink,TypeLabels/Psychic.png,,,,mp2.png,,"Alakazam, Mega",2,Psychic,,"Psychic Amplifier> If this Pokemon is using the Twisted Spoon plate, it can attack Pokemon that are 2 steps away. While it does, this Pokemon's Attacks have Range 2.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,6,Stillbind,★★,Attaches an MP -2 marker to the battle opponent or one opposing Pokemon adjacent to the battle opponent. That Pokemon gains Wait 5,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,7,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,13,Psychic,150,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,19,Psyshock,★★★,"If the battle opponent is affected by a special condition or has Wait, the battle opponent is knocked out. The battle opponent gains Wait 3","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",5,24,Psycho Shift,,"If this Pokemon has a special condition, that condition is applied to its battle opponent and removed from this Pokemon instead",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ponyta,Sprites/077MS.png,Red,TypeLabels/Fire.png,,,,mp3.png,,Rapidash,3,Fire,,"Rush In> At the start of your turn, this Pokemon may route move to a point 1-4 steps away in a straight line instead of an MP move. If it does, this Pokemon counts as having already battled. Your turn ends.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,9,Flame Wheel,80,"If this Pokemon is knocked out, the battle opponent becomes burned","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,10,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",5,15,Dodge,,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,16,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,24,Kick Away,★,The battle opponent is knocked 2 steps back (the opponent chooses the point) and gains Wait,,,,,,,,,,,,,,,,,,,,,
Rapidash,Sprites/078MS.png,Red,TypeLabels/Fire.png,,,,mp2.png,,,2,Fire,,"Rush In> At the start of your turn, this Pokemon may route move to a point 1-4 steps away in a straight line instead of an MP move. If it does, this Pokemon counts as having already battled. Your turn ends.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,9,Overheat,130,This Attack becomes a Miss for the next turn,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,10,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,15,Horn Drill,★,The battle opponent is knocked out,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,16,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,24,Flare Blitz,80,"If this Pokemon is knocked out, the battle opponent becomes burned",,,,,,,,,,,,,,,,,,,,,
Slowpoke,Sprites/079MS.png,LightSeaGreen,TypeLabels/Water.png,HotPink,TypeLabels/Psychic.png,,mp1.png,,Slowbro,1,Water,Psychic,Oblivious>This Pokemon cannot be paralyzed. This Pokemon is not affected by Taunt.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,8,Trick Room,★★,"For 5 turns, the Gold Attacks of all Pokemon become Misses, the MP of Pokemon that have MP 3 or higher becomes 1, and the MP of Pokemon that have MP 1 or lower becomes 3 (before applying marker effects).","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",9,17,Yawn,★,The battle opponent fals asleep.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,24,Psychic,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magneton,Sprites/082MS.png,Yellow,TypeLabels/Electric.png,CadetBlue,TypeLabels/Steel.png,,mp2.png,,Magnezone,2,Electric,Steel,Electromagnetic Barrier> This Pokemon is not subject to spin-inducing effects of Attacks.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,6,Tri Attack,80,"If this Pokemon is knocked out, the battle opponent becomes paralyzed, burned, or frozen","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,8,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,14,Tri Attack,100,"If this Pokemon is knocked out, the battle opponent becomes paralyzed, burned, or frozen","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,16,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,22,Tri Attack,60,"If this Pokemon is knocked out, the battle opponent becomes paralyzed, burned, or frozen","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,
"Grimer, Alolan",Sprites/088AMS.png,MediumVioletRed,TypeLabels/Poison.png,Black,TypeLabels/Dark.png,,mp1.png,,"Muk, Alolan",1,Poison,Dark,Poison Touch> Any Pokemon that battles this Pokemon will become poisoned.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",3,4,Shadow Sneak,50,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,11,Belch,★,"The battle opponent is knocked 1 step back. If the battle opponent is a Fairy-type Pokemon, it is moved to the bench","rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",3,14,Shadow Sneak,50,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,15,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",9,24,Crunch,100,,,,,,,,,,,,,,,,,,,,,,
Gastly,Sprites/092MS.png,DarkViolet,TypeLabels/Ghost.png,MediumVioletRed,TypeLabels/Poison.png,,mp3.png,,Haunter,3,Ghost,Poison,"Gaseous Form> This Pokemon cannot surround the opponent's Pokemon, and cannot be surrounded itself.
 Infiltrator> It can also move through other Pokemon when making an MP move.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,8,Destiny Bond,0,"If this Pokemon is knocked out, so is the battle opponent","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",12,20,Astonish,20,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",4,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haunter,Sprites/093MS.png,DarkViolet,TypeLabels/Ghost.png,MediumVioletRed,TypeLabels/Poison.png,,mp2.png,,Gengar,2,Ghost,Poison,"Infiltrator> On the field, this Pokemon can pass through other Pokemon.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,10,Toxic,★,The battle opponent becomes noxious,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",4,14,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,24,Night Shade,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gengar, Mega",Sprites/094MMS.png,DarkViolet,TypeLabels/Ghost.png,MediumVioletRed,TypeLabels/Poison.png,mega.png,mp3.png,,,3,Ghost,Poison,"Otherworldly Talons> Pokemon next to this Pokemon cannot move using the effects of Attacks, Abilities or Energy. Opposing Pokemon next to this Pokemon cannot make MP moves.
Infiltrator> This Pokemon can MP move through other Pokemon on the field.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,9,Toxic,★,The battle opponent becomes noxious,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",4,13,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",11,24,Abyssal Grip,110,"If this Pokemon faints, the battle opponent moves to your P.C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gengar,Sprites/094MS.png,DarkViolet,TypeLabels/Ghost.png,MediumVioletRed,TypeLabels/Poison.png,,mp2.png,,"Gengar, Mega",2,Ghost,Poison,"Night Stalker> If it passes through poisoned, noxious, or sleeping Pokemon, they will faint.
Infiltrator> This Pokemon can pass through other Pokemon when it MP moves.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,10,Contagion,★★,"The battle opponent, and a succession of opposing Pokemon adjacent to it, gain Wait 3","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",4,14,Dodge,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,24,Night Shade,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onix,Sprites/095MS.png,Sienna,TypeLabels/Rock.png,SaddleBrown,TypeLabels/Ground.png,,mp2.png,,Steelix,2,Rock,Ground,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,2,Protect,,This Pokemon gains Wait,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",14,16,Rock Slide,80,"If the battle opponent or any opposing Pokemon adjacent to the battle opponent have Wait, those Pokemon are knocked out. The battle opponent and opposing Pokemon adjacent to the battle opponent gain Wait 3.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,17,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,24,Dig,★★,You can move this Pokemon to an open spot next to an adjacent figure (or adjacent figures in succession to the first).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drowzee,Sprites/096MS.png,HotPink,TypeLabels/Psychic.png,,,,mp1.png,,Hypno,1,Psychic,,Insomnia> This Pokemon cannot be affected by sleep,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",10,11,Hypnosis,★★,The battle opponent falls asleep,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",13,24,Confusion,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypno,Sprites/097MS.png,HotPink,TypeLabels/Psychic.png,,,,mp2.png,,,2,Psychic,,"Spellbind> While this Pokemon is on the field, the sleep condition is not removed by the effects of other Abilities.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,6,Psychic,100,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",9,15,Sleepwalk,★★,The battle opponent falls asleep. You may move one Pokemon that is asleep to a point within its MP range. The moved Pokemon gains Wait,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,21,Psybeam,40,"If this Pokemon is knocked out, the battle opponent becomes confused","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voltorb,Sprites/100MS.png,Yellow,TypeLabels/Electric.png,,,,mp3.png,,Electrode,3,Electric,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",7,7,Tackle,10,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,15,Explosion,★★★,This Pokemon and all neighbor Pokemon faint,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,23,Shock Blast,30,"If the battle opponent spins an Attack of 101 or more damage, the battle opponent is knocked out","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrode,Sprites/101MS.png,Yellow,TypeLabels/Electric.png,,,,mp3.png,,,3,Electric,,"Aftermath Switch> When this Pokemon is knocked out, you may knock out one of your Voltorb on the field and all Pokemon adjacent to it.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",11,12,Shock Blast,40,"If the battle opponent spins an Attack of 101 or more damage, the battle opponent is knocked out","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",12,24,Thunder Wave,★★,The battle opponent becomes paralyzed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitmonlee,Sprites/106MS.png,Maroon,TypeLabels/fighting.png,,,,mp2.png,,,2,Fighting,,"Stretch Kicks> Once per turn, if this Pokemon has evolved, when this Pokemon knocks out another Pokemon, it may move to the space the battle opponent occupied and attack another Pokemon exactly 2 steps away without any obstructions. When it does, its attacks have range 2 and it gains Wait 3 after the battle.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,5,Mega Kick,150,"If the battle opponent has a Cracked marker, it is eliminated if that Pokemon is knocked out. If this Pokemon is knocked out, place a Cracked marker on the battle opponent.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,8,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,14,Cyclone Kick,★★★,Moves the battle opponent to the P.C.,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,22,Axe Kick,★,"The battle opponent spins. If they spin anything other than a Blue attack, they are knocked out.","rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",2,24,Dodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitmonchan,Sprites/107MS.png,Maroon,TypeLabels/fighting.png,,,,mp2.png,,,2,Fighting,,"Machine-Gun Punches> If this Pokemon has evolved, during your turn, this Pokemon may re-spin once if the opponent has a Cracked marker. If an effect from this Pokemon attempts to apply a status that is already on this Pokemon’s battle opponent, knock that Pokemon out.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,1,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,6,Dynamic Punch,100,The battle opponent is now confused.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,11,Fire Punch,100,The battle opponent is now burned.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,16,Thunder Punch,100,The battle opponent is now paralyzed.,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",5,21,Mega Punch,150,"If the battle opponent has a Cracked marker, that Pokemon is eliminated if it is knocked out. If this Pokemon is knocked out, place a Cracked marker on the battle opponent.","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",3,24,Fake Out,★★★,This Pokemon switches places with its battle opponent,,,,,,,,,,,,,,,,,,,,,
Koffing,Sprites/109MS.png,MediumVioletRed,TypeLabels/Poison.png,,,,mp2.png,,Weezing,2,Poison,,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,2,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",11,13,Smog,★,All neighbor Pokemon become poisoned,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,14,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",10,24,Sludge,30,"If this Pokemon is knocked out, the battle opponent becomes poisoned",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weezing,Sprites/110MS.png,MediumVioletRed,TypeLabels/Poison.png,,,,mp2.png,,,2,Poison,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",14,14,Sludge Bomb,50,"If this Pokemon is knocked out, all Pokemon within 2 steps become poisoned","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",8,22,Poison Gas,★★,The battle opponent becomes poisoned,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhyhorn,Sprites/111MS.png,SaddleBrown,TypeLabels/Ground.png,Sienna,TypeLabels/Rock.png,,mp1.png,,Rhydon,1,Ground,Rock,Reckless Charge> This Pokemon can move up to 2 steps in a straight line.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,3,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,9,Hyper Slam,90,"If the battle opponent is knocked out, this Pokemon claims its previous spot and gains Wait","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,12,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",12,24,Stomp,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhydon,Sprites/112MS.png,SaddleBrown,TypeLabels/Ground.png,Sienna,TypeLabels/Rock.png,,mp1.png,,Rhyperior,1,Ground,Rock,Reckless Charge> This Pokemon can move up to 2 steps in a straight line.,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,3,Miss,,,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,10,Horn Drill,★,The battle opponent is knocked out,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,12,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",12,24,Stomp,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangela,Sprites/114MS.png,LawnGreen,TypeLabels/Grass.png,,,,mp2.png,,Tangrowth,2,Grass,,"Regenerator> If one of your other Pokemon is knocked out, and this Pokemon is in the P.C., this Pokemon moves to the bench.","rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",15,15,Bind,10x,"Spin again until Bind does not land - damage is multiplied by the number of Bind spins. The battle opponent gains Wait X, where X is the number of Bind spins","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",6,21,Constrict,★★,The battle opponent now has Wait,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",3,24,Miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kangaskhan, Mega",Sprites/115MMS.png,DarkGray,TypeLabels/Normal.png,,,mega.png,mp2.png,,,2,Normal,,"Family Bond> Before battle, any effects on the battle opponent that prevent it from being knocked out in battle are negated, and the battle opponent loses any markers with effects that prevent it from being knocked out in battle.
Scrappy> This Pokemon cannot be knocked out if it's not affected by a special condition and its battle opponent is a Ghost-type Pokemon.","rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",6,6,Sucker Punch,120,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,7,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",12,19,Double Hit,200,"If this Pokemon has a special condition, this Attack's damage is cut in half","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",5,24,Double-Edge,★★,This Pokemon and the battle opponent are knocked out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kangaskhan,Sprites/115MS.png,DarkGray,TypeLabels/Normal.png,,,,mp2.png,,"Kangaskhan, Mega",2,Normal,,Scrappy> This Pokemon cannot be knocked out if it's not affected by a special condition and its battle opponent is a Ghost-type Pokemon.,"rgb(255,215,0,0.5)","rgb(255,215,0,0.5)",7,7,Sucker Punch,100,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,9,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",8,17,Facade,150,"If this Pokemon is affected by a special condition, it deals x2 damage","rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,24,Double-Edge,★★,This Pokemon and the battle opponent are knocked out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Mime,Sprites/122MS.png,HotPink,TypeLabels/Psychic.png,DeepPink,TypeLabels/Fairy.png,,mp2.png,,,2,Psychic,Fairy,Invisible Wall> Opposing Pokemon cannot pass by this Pokemon not a continuous succession of your Pokemon adjacent to it with an MP move.,"rgb(147,112,216,0.5)","rgb(147,112,216,0.5)",7,7,Mysterious Wall,★★★,"The battle opponent, or one opposing Pokemon adjacent to a succession of Pokemon adjacent to this Pokemon, becomes confused.","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,8,Miss,,,"rgb(0,255,255,0.5)","rgb(0,255,255,0.5)",7,15,Dodge,,,"rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",1,16,Miss,,,"rgb(128,128,128,0.5)","rgb(128,128,128,0.5)",6,22,Dazzling Gleam,50,"Opposing Pokemon adjacent to this Pokemon spin, and if they spin a Gold Attack then they are knocked out","rgb(255,0,0,0.5)","rgb(255,0,0,0.5)",2,24,Miss,,,,,,,,,,,,,,,,,,,,,,,
